0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,
2.049583333,1.239266667,1.18625,0.855766667,1.110633333,0.852566667,0.835366667,2.11985,2.535283333,1.511366667,1.416666667,2.380616667,3.0184,3.1873,3.27765,2.790683333,4.70165,3.815083333,3.6569,3.6997,2.953383333,2.954883333,3.00715,1.544083333,
1.466633333,1.19835,0.8121,1.430566667,0.901266667,1.046816667,1.27285,2.520533333,2.641266667,2.70005,2.515433333,2.04035,1.473066667,1.91875,1.914133333,2.890316667,3.437683333,2.741816667,1.918216667,1.896483333,1.37865,1.811066667,1.309483333,1.44325,
1.3038,1.120333333,1.08135,1.067183333,0.756083333,1.049533333,0.759366667,0.74995,1.305883333,1.191916667,1.340216667,1.7156,2.637916667,3.194183333,3.354433333,3.5978,3.440733333,3.559516667,3.289466667,2.859866667,2.34745,1.1539,1.133383333,1.096183333,
1.04605,0.74115,1.03165,0.730366667,1.029866667,0.7476,1.0438,1.192316667,1.612466667,4.681566667,3.255383333,2.380133333,2.044983333,2.51325,2.425866667,2.3132,2.1657,1.3482,1.1204,0.895933333,0.770983333,0.943666667,0.821616667,0.714783333,
0.776066667,0.82895,0.545833333,0.788,0.829566667,0.81095,0.779583333,1.187816667,1.925266667,2.813433333,1.65905,1.5776,1.2781,1.143033333,1.164383333,1.179483333,1.393666667,0.997733333,0.568316667,1.539916667,1.547833333,1.470533333,1.267516667,0.4551,
0.433116667,0.45385,0.466316667,0.441016667,0.42575,0.462333333,0.464216667,2.610966667,1.8802,1.7755,1.971216667,2.098233333,3.293866667,3.080266667,1.80075,0.944416667,1.259766667,1.238333333,1.219516667,2.2239,2.556266667,2.6161,2.32565,2.732616667,
1.34205,1.818466667,1.977916667,1.733366667,1.680933333,1.3548,1.277666667,0.553116667,0.964416667,1.4824,1.192633333,1.3814,2.161166667,3.064216667,1.748816667,1.67935,1.565216667,2.978,3.238066667,4.54185,4.584033333,3.495533333,2.833133333,1.714466667,
0.504583333,0.451116667,0.4586,0.438233333,0.427583333,0.459566667,1.279266667,2.668616667,1.781016667,3.267916667,3.59155,3.53395,0.9874,1.69045,3.168416667,2.9476,3.58665,3.276833333,3.219216667,3.13615,2.72895,2.5419,1.986266667,1.010616667,
0.880566667,2.211016667,2.191716667,2.022766667,1.7443,1.9231,1.614766667,1.9988,2.134383333,2.458166667,2.860466667,2.820116667,2.71965,1.859716667,2.949333333,3.425116667,3.400633333,2.881066667,1.98475,1.417333333,1.568866667,2.08765,2.134666667,2.67615,
2.472083333,1.97865,1.70225,1.838666667,1.3625,1.315816667,1.586683333,1.342183333,1.6141,0.860666667,0.857933333,0.711566667,0.92285,1.2521,1.375333333,1.3448,2.417433333,2.631816667,2.557316667,2.62325,2.409766667,2.3217,1.998566667,2.208966667,
2.383833333,0.74805,0.709683333,0.707866667,0.709716667,0.47425,0.717216667,1.07425,0.87665,1.06955,1.182116667,1.1783,1.731033333,2.993016667,3.19465,2.9091,2.1856,1.604766667,2.9649,3.204766667,3.387916667,3.460083333,3.639583333,2.840783333,
2.501316667,1.831066667,1.279266667,1.4601,1.0883,1.022033333,0.739533333,1.044366667,1.471983333,1.094066667,0.52005,0.798666667,0.86545,1.476466667,2.061583333,3.157816667,3.192466667,3.62085,3.342633333,3.411083333,3.043566667,2.49975,1.180533333,2.8809,
2.125316667,1.688166667,1.66225,1.422916667,1.1904,1.408083333,1.0912,1.096633333,1.427466667,1.650216667,2.618916667,3.488566667,2.891683333,3.292183333,2.98555,2.301233333,2.287016667,2.253416667,2.212666667,2.799816667,3.012866667,3.012083333,2.6417,1.760133333,
1.411733333,1.1475,0.857733333,1.011433333,1.01105,0.729916667,0.984816667,1.3712,2.2532,1.8104,1.262766667,1.6694,1.494133333,1.936566667,1.952466667,2.28395,3.697466667,3.80385,3.550633333,3.385716667,3.308816667,3.051233333,3.977983333,3.615066667,
1.4945,1.328916667,1.0639,0.749816667,1.116183333,1.128366667,0.875516667,1.9901,2.603333333,1.2324,1.20285,1.5338,1.2193,1.32145,2.112166667,1.763133333,2.418383333,3.269716667,2.8825,2.730566667,2.698566667,2.150983333,2.027433333,1.0696,
0.745266667,0.733583333,1.008733333,0.7755,1.102116667,1.0385,2.190433333,2.519683333,2.2949,2.20655,2.216083333,2.678266667,1.354883333,1.1917,1.4132,1.235683333,1.2386,1.3836,1.3729,1.4211,1.18305,1.636033333,1.974216667,1.415533333,
1.131216667,0.761583333,1.028216667,0.72875,1.024783333,0.737966667,0.998666667,1.335383333,2.490816667,3.078433333,1.873483333,1.6126,1.52255,1.375066667,1.5143,0.64415,0.637,0.496833333,1.800316667,2.4758,2.557833333,3.65205,2.974733333,2.550983333,
2.763816667,2.803433333,0.746883333,0.731966667,0.728766667,0.7288,0.457166667,1.16665,2.2608,2.816316667,2.24105,1.67665,1.404983333,1.06,1.1164,2.066083333,2.269333333,2.175616667,1.1703,1.227083333,1.760933333,2.16385,2.014966667,1.048566667,
0.742966667,0.7147,0.710733333,0.7126,0.5143,0.636383333,0.695466667,0.794283333,1.09725,0.857666667,0.625316667,0.881783333,1.13535,1.258766667,1.252783333,1.544766667,1.54475,2.529983333,4.222583333,4.051333333,1.749516667,2.17555,1.36445,1.161,
0.98505,0.876766667,0.911516667,0.842183333,0.731733333,0.909483333,0.83475,1.3082,2.5342,3.292166667,1.646,1.972866667,3.928816667,4.530083333,3.5916,3.19155,3.9469,3.319816667,2.78965,2.682666667,2.920933333,3.231766667,3.526883333,1.81955,
1.2352,1.198533333,1.181466667,1.3362,1.207116667,1.042716667,1.120383333,1.063966667,0.781316667,1.104566667,2.51815,3.451,3.22705,3.31905,3.3943,3.233766667,2.975816667,4.021933333,3.261783333,2.900233333,2.726683333,2.181983333,1.042483333,0.71445,
0.714533333,0.7146,0.683833333,0.61755,1.59675,0.7424,1.871216667,1.471633333,0.753833333,0.73155,0.965466667,0.7445,1.107666667,1.21295,1.2789,2.4169,1.407866667,1.5472,2.31305,2.05375,2.167366667,1.1915,1.008116667,0.4561,
0.674733333,0.834616667,0.60205,0.47365,0.460733333,0.444533333,1.302783333,1.972766667,1.0915,0.7461,0.782233333,0.493983333,1.059566667,1.164233333,1.4436,2.63555,3.436783333,3.275566667,3.11695,2.968066667,2.9782,2.26855,1.199816667,1.068816667,
0.72495,0.7276,1.019433333,0.726083333,0.733616667,0.716516667,0.7578,2.064933333,2.692966667,1.812516667,1.792866667,4.973133333,4.03835,3.756633333,2.75235,1.758383333,1.729766667,2.4647,2.013716667,2.404116667,2.099066667,1.640916667,0.797933333,2.326533333,
1.629733333,1.403383333,1.427416667,1.08825,0.773133333,0.961033333,1.307616667,1.62355,2.62345,2.451966667,1.527,1.209633333,1.647,1.45335,1.969733333,1.767066667,2.236866667,2.062216667,2.200216667,1.39105,1.2695,2.305433333,2.729416667,1.429266667,
